      action  day  guard_id  hour  minute  month                                       original  year                time
946        0   21    1579.0     0      56      7              [1518-07-21 00:56] falls asleep\n  2018 2018-07-21 00:56:00
214        1   21    1579.0     0      59      7                  [1518-07-21 00:59] wakes up\n  2018 2018-07-21 00:59:00
1100       1   12    1579.0    23      57     11  [1518-11-12 23:57] Guard #1579 begins shift\n  2018 2018-11-12 23:57:00
187        0   13    1579.0     0      13     11              [1518-11-13 00:13] falls asleep\n  2018 2018-11-13 00:13:00
182        1   13    1579.0     0      37     11                  [1518-11-13 00:37] wakes up\n  2018 2018-11-13 00:37:00
1078       1   19    2063.0    23      58      4  [1518-04-19 23:58] Guard #2063 begins shift\n  2018 2018-04-19 23:58:00
332        1   12    2063.0     0       4      9  [1518-09-12 00:04] Guard #2063 begins shift\n  2018 2018-09-12 00:04:00
215        1   16    2179.0     0       3      2  [1518-02-16 00:03] Guard #2179 begins shift\n  2018 2018-02-16 00:03:00
405        0   16    2179.0     0       7      2              [1518-02-16 00:07] falls asleep\n  2018 2018-02-16 00:07:00
883        1   16    2179.0     0      48      2                  [1518-02-16 00:48] wakes up\n  2018 2018-02-16 00:48:00
77         0   16    2179.0     0      54      2              [1518-02-16 00:54] falls asleep\n  2018 2018-02-16 00:54:00
749        1   16    2179.0     0      58      2                  [1518-02-16 00:58] wakes up\n  2018 2018-02-16 00:58:00
628        1   15    2179.0     0       1      3  [1518-03-15 00:01] Guard #2179 begins shift\n  2018 2018-03-15 00:01:00
169        0   15    2179.0     0      14      3              [1518-03-15 00:14] falls asleep\n  2018 2018-03-15 00:14:00
916        1   15    2179.0     0      41      3                  [1518-03-15 00:41] wakes up\n  2018 2018-03-15 00:41:00
649        1    9    2179.0     0       1      4  [1518-04-09 00:01] Guard #2179 begins shift\n  2018 2018-04-09 00:01:00
768        0    9    2179.0     0      23      4              [1518-04-09 00:23] falls asleep\n  2018 2018-04-09 00:23:00
1020       1    9    2179.0     0      33      4                  [1518-04-09 00:33] wakes up\n  2018 2018-04-09 00:33:00
534        0    9    2179.0     0      40      4              [1518-04-09 00:40] falls asleep\n  2018 2018-04-09 00:40:00
144        1    9    2179.0     0      59      4                  [1518-04-09 00:59] wakes up\n  2018 2018-04-09 00:59:00
163        1   11    2179.0     0       0      4  [1518-04-11 00:00] Guard #2179 begins shift\n  2018 2018-04-11 00:00:00
43         0   11    2179.0     0       7      4              [1518-04-11 00:07] falls asleep\n  2018 2018-04-11 00:07:00
312        1   11    2179.0     0      13      4                  [1518-04-11 00:13] wakes up\n  2018 2018-04-11 00:13:00
526        0   11    2179.0     0      28      4              [1518-04-11 00:28] falls asleep\n  2018 2018-04-11 00:28:00
1024       1   11    2179.0     0      42      4                  [1518-04-11 00:42] wakes up\n  2018 2018-04-11 00:42:00
1027       1   11    2179.0    23      58      4  [1518-04-11 23:58] Guard #2179 begins shift\n  2018 2018-04-11 23:58:00
586        0   12    2179.0     0      33      4              [1518-04-12 00:33] falls asleep\n  2018 2018-04-12 00:33:00
276        1   12    2179.0     0      49      4                  [1518-04-12 00:49] wakes up\n  2018 2018-04-12 00:49:00
855        1   13    2179.0     0       3      4  [1518-04-13 00:03] Guard #2179 begins shift\n  2018 2018-04-13 00:03:00
862        0   13    2179.0     0      26      4              [1518-04-13 00:26] falls asleep\n  2018 2018-04-13 00:26:00
900        1   13    2179.0     0      39      4                  [1518-04-13 00:39] wakes up\n  2018 2018-04-13 00:39:00
741        0   13    2179.0     0      43      4              [1518-04-13 00:43] falls asleep\n  2018 2018-04-13 00:43:00
617        1   13    2179.0     0      48      4                  [1518-04-13 00:48] wakes up\n  2018 2018-04-13 00:48:00
390        1    9    2179.0     0       4      5  [1518-05-09 00:04] Guard #2179 begins shift\n  2018 2018-05-09 00:04:00
303        0    9    2179.0     0      12      5              [1518-05-09 00:12] falls asleep\n  2018 2018-05-09 00:12:00
165        1    9    2179.0     0      26      5                  [1518-05-09 00:26] wakes up\n  2018 2018-05-09 00:26:00
880        1   26    2179.0    23      57      5  [1518-05-26 23:57] Guard #2179 begins shift\n  2018 2018-05-26 23:57:00
490        0   27    2179.0     0      11      5              [1518-05-27 00:11] falls asleep\n  2018 2018-05-27 00:11:00
1023       1   27    2179.0     0      59      5                  [1518-05-27 00:59] wakes up\n  2018 2018-05-27 00:59:00
222        1   12    2179.0    23      58      6  [1518-06-12 23:58] Guard #2179 begins shift\n  2018 2018-06-12 23:58:00
511        0   13    2179.0     0      21      6              [1518-06-13 00:21] falls asleep\n  2018 2018-06-13 00:21:00
502        1   13    2179.0     0      33      6                  [1518-06-13 00:33] wakes up\n  2018 2018-06-13 00:33:00
39         1   24    2179.0     0       4      6  [1518-06-24 00:04] Guard #2179 begins shift\n  2018 2018-06-24 00:04:00
1018       0   24    2179.0     0      34      6              [1518-06-24 00:34] falls asleep\n  2018 2018-06-24 00:34:00
267        1   24    2179.0     0      56      6                  [1518-06-24 00:56] wakes up\n  2018 2018-06-24 00:56:00
230        1   13    2179.0    23      58      8  [1518-08-13 23:58] Guard #2179 begins shift\n  2018 2018-08-13 23:58:00
857        0   14    2179.0     0       6      8              [1518-08-14 00:06] falls asleep\n  2018 2018-08-14 00:06:00
879        1   14    2179.0     0      40      8                  [1518-08-14 00:40] wakes up\n  2018 2018-08-14 00:40:00
7          0   14    2179.0     0      45      8              [1518-08-14 00:45] falls asleep\n  2018 2018-08-14 00:45:00
391        1   14    2179.0     0      56      8                  [1518-08-14 00:56] wakes up\n  2018 2018-08-14 00:56:00
129        1   19    2179.0    23      59      9  [1518-09-19 23:59] Guard #2179 begins shift\n  2018 2018-09-19 23:59:00
595        0   20    2179.0     0       7      9              [1518-09-20 00:07] falls asleep\n  2018 2018-09-20 00:07:00
272        1   20    2179.0     0      38      9                  [1518-09-20 00:38] wakes up\n  2018 2018-09-20 00:38:00
242        0   20    2179.0     0      41      9              [1518-09-20 00:41] falls asleep\n  2018 2018-09-20 00:41:00
489        1   20    2179.0     0      42      9                  [1518-09-20 00:42] wakes up\n  2018 2018-09-20 00:42:00
974        0   20    2179.0     0      53      9              [1518-09-20 00:53] falls asleep\n  2018 2018-09-20 00:53:00
80         1   20    2179.0     0      58      9                  [1518-09-20 00:58] wakes up\n  2018 2018-09-20 00:58:00
28         1   27    2179.0    23      59      9  [1518-09-27 23:59] Guard #2179 begins shift\n  2018 2018-09-27 23:59:00
33         0   28    2179.0     0      24      9              [1518-09-28 00:24] falls asleep\n  2018 2018-09-28 00:24:00
898        1   28    2179.0     0      58      9                  [1518-09-28 00:58] wakes up\n  2018 2018-09-28 00:58:00
137        1   17    2179.0    23      59     10  [1518-10-17 23:59] Guard #2179 begins shift\n  2018 2018-10-17 23:59:00
666        0   18    2179.0     0      16     10              [1518-10-18 00:16] falls asleep\n  2018 2018-10-18 00:16:00
238        1   18    2179.0     0      32     10                  [1518-10-18 00:32] wakes up\n  2018 2018-10-18 00:32:00
1087       0   18    2179.0     0      39     10              [1518-10-18 00:39] falls asleep\n  2018 2018-10-18 00:39:00
1014       1   18    2179.0     0      48     10                  [1518-10-18 00:48] wakes up\n  2018 2018-10-18 00:48:00
677        0   18    2179.0     0      54     10              [1518-10-18 00:54] falls asleep\n  2018 2018-10-18 00:54:00
780        1   18    2179.0     0      57     10                  [1518-10-18 00:57] wakes up\n  2018 2018-10-18 00:57:00
4          1   11    2179.0     0       4     11  [1518-11-11 00:04] Guard #2179 begins shift\n  2018 2018-11-11 00:04:00
317        0   11    2179.0     0      15     11              [1518-11-11 00:15] falls asleep\n  2018 2018-11-11 00:15:00
1075       1   11    2179.0     0      33     11                  [1518-11-11 00:33] wakes up\n  2018 2018-11-11 00:33:00
800        1   21    2671.0     0       0      3  [1518-03-21 00:00] Guard #2671 begins shift\n  2018 2018-03-21 00:00:00
360        0   21    2671.0     0      11      3              [1518-03-21 00:11] falls asleep\n  2018 2018-03-21 00:11:00
427        1   21    2671.0     0      20      3                  [1518-03-21 00:20] wakes up\n  2018 2018-03-21 00:20:00
570        0   21    2671.0     0      25      3              [1518-03-21 00:25] falls asleep\n  2018 2018-03-21 00:25:00
79         1   21    2671.0     0      58      3                  [1518-03-21 00:58] wakes up\n  2018 2018-03-21 00:58:00
286        1   26    2671.0     0       2      4  [1518-04-26 00:02] Guard #2671 begins shift\n  2018 2018-04-26 00:02:00
210        0   26    2671.0     0       6      4              [1518-04-26 00:06] falls asleep\n  2018 2018-04-26 00:06:00
413        1   26    2671.0     0      14      4                  [1518-04-26 00:14] wakes up\n  2018 2018-04-26 00:14:00
22         0   26    2671.0     0      33      4              [1518-04-26 00:33] falls asleep\n  2018 2018-04-26 00:33:00
52         1   26    2671.0     0      47      4                  [1518-04-26 00:47] wakes up\n  2018 2018-04-26 00:47:00
781        0   26    2671.0     0      53      4              [1518-04-26 00:53] falls asleep\n  2018 2018-04-26 00:53:00
470        1   26    2671.0     0      54      4                  [1518-04-26 00:54] wakes up\n  2018 2018-04-26 00:54:00
751        1   14    2671.0     0       2      5  [1518-05-14 00:02] Guard #2671 begins shift\n  2018 2018-05-14 00:02:00
233        0   14    2671.0     0       9      5              [1518-05-14 00:09] falls asleep\n  2018 2018-05-14 00:09:00
253        1   14    2671.0     0      36      5                  [1518-05-14 00:36] wakes up\n  2018 2018-05-14 00:36:00
217        1   18    2671.0    23      49      6  [1518-06-18 23:49] Guard #2671 begins shift\n  2018 2018-06-18 23:49:00
920        0   19    2671.0     0       5      6              [1518-06-19 00:05] falls asleep\n  2018 2018-06-19 00:05:00
246        1   19    2671.0     0      42      6                  [1518-06-19 00:42] wakes up\n  2018 2018-06-19 00:42:00
514        1    3    2671.0     0       1      7  [1518-07-03 00:01] Guard #2671 begins shift\n  2018 2018-07-03 00:01:00
322        0    3    2671.0     0      21      7              [1518-07-03 00:21] falls asleep\n  2018 2018-07-03 00:21:00
455        1    3    2671.0     0      53      7                  [1518-07-03 00:53] wakes up\n  2018 2018-07-03 00:53:00
762        1    5    2671.0    23      59      7  [1518-07-05 23:59] Guard #2671 begins shift\n  2018 2018-07-05 23:59:00
715        0    6    2671.0     0       8      7              [1518-07-06 00:08] falls asleep\n  2018 2018-07-06 00:08:00
353        1    6    2671.0     0      23      7                  [1518-07-06 00:23] wakes up\n  2018 2018-07-06 00:23:00
881        0    6    2671.0     0      29      7              [1518-07-06 00:29] falls asleep\n  2018 2018-07-06 00:29:00
299        1    6    2671.0     0      55      7                  [1518-07-06 00:55] wakes up\n  2018 2018-07-06 00:55:00
201        1    7    2671.0    23      50      8  [1518-08-07 23:50] Guard #2671 begins shift\n  2018 2018-08-07 23:50:00
998        0    8    2671.0     0       4      8              [1518-08-08 00:04] falls asleep\n  2018 2018-08-08 00:04:00
326        1    8    2671.0     0      19      8                  [1518-08-08 00:19] wakes up\n  2018 2018-08-08 00:19:00
0          0    8    2671.0     0      45      8              [1518-08-08 00:45] falls asleep\n  2018 2018-08-08 00:45:00
1070       1    8    2671.0     0      59      8                  [1518-08-08 00:59] wakes up\n  2018 2018-08-08 00:59:00
926        1   23    2671.0    23      59      8  [1518-08-23 23:59] Guard #2671 begins shift\n  2018 2018-08-23 23:59:00
158        0   24    2671.0     0       9      8              [1518-08-24 00:09] falls asleep\n  2018 2018-08-24 00:09:00
159        1   24    2671.0     0      35      8                  [1518-08-24 00:35] wakes up\n  2018 2018-08-24 00:35:00
537        0   24    2671.0     0      52      8              [1518-08-24 00:52] falls asleep\n  2018 2018-08-24 00:52:00
764        1   24    2671.0     0      58      8                  [1518-08-24 00:58] wakes up\n  2018 2018-08-24 00:58:00
562        1    3    2671.0     0       0     11  [1518-11-03 00:00] Guard #2671 begins shift\n  2018 2018-11-03 00:00:00
282        0    3    2671.0     0      32     11              [1518-11-03 00:32] falls asleep\n  2018 2018-11-03 00:32:00
580        1    3    2671.0     0      40     11                  [1518-11-03 00:40] wakes up\n  2018 2018-11-03 00:40:00
756        1   27    2801.0     0       0      2  [1518-02-27 00:00] Guard #2801 begins shift\n  2018 2018-02-27 00:00:00
499        0   27    2801.0     0       6      2              [1518-02-27 00:06] falls asleep\n  2018 2018-02-27 00:06:00
792        1   27    2801.0     0       9      2                  [1518-02-27 00:09] wakes up\n  2018 2018-02-27 00:09:00
359        0   27    2801.0     0      21      2              [1518-02-27 00:21] falls asleep\n  2018 2018-02-27 00:21:00
703        1   27    2801.0     0      39      2                  [1518-02-27 00:39] wakes up\n  2018 2018-02-27 00:39:00
1064       1   18    2801.0    23      58      3  [1518-03-18 23:58] Guard #2801 begins shift\n  2018 2018-03-18 23:58:00
145        0   19    2801.0     0      31      3              [1518-03-19 00:31] falls asleep\n  2018 2018-03-19 00:31:00
1083       1   19    2801.0     0      35      3                  [1518-03-19 00:35] wakes up\n  2018 2018-03-19 00:35:00
936        0   19    2801.0     0      56      3              [1518-03-19 00:56] falls asleep\n  2018 2018-03-19 00:56:00
302        1   19    2801.0     0      57      3                  [1518-03-19 00:57] wakes up\n  2018 2018-03-19 00:57:00
307        1   19    2801.0     0       1      4  [1518-04-19 00:01] Guard #2801 begins shift\n  2018 2018-04-19 00:01:00
291        0   19    2801.0     0       6      4              [1518-04-19 00:06] falls asleep\n  2018 2018-04-19 00:06:00
157        1   19    2801.0     0      19      4                  [1518-04-19 00:19] wakes up\n  2018 2018-04-19 00:19:00
178        0   19    2801.0     0      29      4              [1518-04-19 00:29] falls asleep\n  2018 2018-04-19 00:29:00
193        1   19    2801.0     0      36      4                  [1518-04-19 00:36] wakes up\n  2018 2018-04-19 00:36:00
102        1    1    2801.0    23      56      6  [1518-06-01 23:56] Guard #2801 begins shift\n  2018 2018-06-01 23:56:00
877        0    2    2801.0     0       8      6              [1518-06-02 00:08] falls asleep\n  2018 2018-06-02 00:08:00
85         1    2    2801.0     0      42      6                  [1518-06-02 00:42] wakes up\n  2018 2018-06-02 00:42:00
601        1   22    2801.0    23      50      7  [1518-07-22 23:50] Guard #2801 begins shift\n  2018 2018-07-22 23:50:00
843        0   23    2801.0     0       3      7              [1518-07-23 00:03] falls asleep\n  2018 2018-07-23 00:03:00
827        1   23    2801.0     0      55      7                  [1518-07-23 00:55] wakes up\n  2018 2018-07-23 00:55:00
60         1   29    2801.0    23      58      7  [1518-07-29 23:58] Guard #2801 begins shift\n  2018 2018-07-29 23:58:00
301        0   30    2801.0     0      30      7              [1518-07-30 00:30] falls asleep\n  2018 2018-07-30 00:30:00
971        1   30    2801.0     0      55      7                  [1518-07-30 00:55] wakes up\n  2018 2018-07-30 00:55:00
532        1    1    2801.0    23      57      8  [1518-08-01 23:57] Guard #2801 begins shift\n  2018 2018-08-01 23:57:00
791        0    2    2801.0     0      34      8              [1518-08-02 00:34] falls asleep\n  2018 2018-08-02 00:34:00
504        1    2    2801.0     0      41      8                  [1518-08-02 00:41] wakes up\n  2018 2018-08-02 00:41:00
952        0    2    2801.0     0      53      8              [1518-08-02 00:53] falls asleep\n  2018 2018-08-02 00:53:00
1102       1    2    2801.0     0      56      8                  [1518-08-02 00:56] wakes up\n  2018 2018-08-02 00:56:00
88         1   25    2801.0     0       0      9  [1518-09-25 00:00] Guard #2801 begins shift\n  2018 2018-09-25 00:00:00
589        0   25    2801.0     0      17      9              [1518-09-25 00:17] falls asleep\n  2018 2018-09-25 00:17:00
1001       1   25    2801.0     0      18      9                  [1518-09-25 00:18] wakes up\n  2018 2018-09-25 00:18:00
146        0   25    2801.0     0      26      9              [1518-09-25 00:26] falls asleep\n  2018 2018-09-25 00:26:00
414        1   25    2801.0     0      39      9                  [1518-09-25 00:39] wakes up\n  2018 2018-09-25 00:39:00
71         1   28    2801.0    23      59      9  [1518-09-28 23:59] Guard #2801 begins shift\n  2018 2018-09-28 23:59:00
525        0   29    2801.0     0      33      9              [1518-09-29 00:33] falls asleep\n  2018 2018-09-29 00:33:00
540        1   29    2801.0     0      55      9                  [1518-09-29 00:55] wakes up\n  2018 2018-09-29 00:55:00
250        1   30    2801.0    23      56     10  [1518-10-30 23:56] Guard #2801 begins shift\n  2018 2018-10-30 23:56:00
894        0   31    2801.0     0      13     10              [1518-10-31 00:13] falls asleep\n  2018 2018-10-31 00:13:00
32         1   31    2801.0     0      39     10                  [1518-10-31 00:39] wakes up\n  2018 2018-10-31 00:39:00
787        0   31    2801.0     0      47     10              [1518-10-31 00:47] falls asleep\n  2018 2018-10-31 00:47:00
872        1   31    2801.0     0      58     10                  [1518-10-31 00:58] wakes up\n  2018 2018-10-31 00:58:00
685        1    3    2801.0    23      57     11  [1518-11-03 23:57] Guard #2801 begins shift\n  2018 2018-11-03 23:57:00
797        0    4    2801.0     0      15     11              [1518-11-04 00:15] falls asleep\n  2018 2018-11-04 00:15:00
343        1    4    2801.0     0      23     11                  [1518-11-04 00:23] wakes up\n  2018 2018-11-04 00:23:00
284        1   18    2837.0     0       2      2  [1518-02-18 00:02] Guard #2837 begins shift\n  2018 2018-02-18 00:02:00
1107       0   18    2837.0     0      12      2              [1518-02-18 00:12] falls asleep\n  2018 2018-02-18 00:12:00
771        1   18    2837.0     0      41      2                  [1518-02-18 00:41] wakes up\n  2018 2018-02-18 00:41:00
622        0   18    2837.0     0      47      2              [1518-02-18 00:47] falls asleep\n  2018 2018-02-18 00:47:00
1040       1   18    2837.0     0      51      2                  [1518-02-18 00:51] wakes up\n  2018 2018-02-18 00:51:00
457        1   28    2837.0     0       4      2  [1518-02-28 00:04] Guard #2837 begins shift\n  2018 2018-02-28 00:04:00
185        0   28    2837.0     0      35      2              [1518-02-28 00:35] falls asleep\n  2018 2018-02-28 00:35:00
773        1   28    2837.0     0      53      2                  [1518-02-28 00:53] wakes up\n  2018 2018-02-28 00:53:00
574        1    6    2837.0    23      56      3  [1518-03-06 23:56] Guard #2837 begins shift\n  2018 2018-03-06 23:56:00
463        0    7    2837.0     0      33      3              [1518-03-07 00:33] falls asleep\n  2018 2018-03-07 00:33:00
1059       1    7    2837.0     0      45      3                  [1518-03-07 00:45] wakes up\n  2018 2018-03-07 00:45:00
572        1   10    2837.0    23      47      3  [1518-03-10 23:47] Guard #2837 begins shift\n  2018 2018-03-10 23:47:00
263        0   11    2837.0     0       2      3              [1518-03-11 00:02] falls asleep\n  2018 2018-03-11 00:02:00
483        1   11    2837.0     0      59      3                  [1518-03-11 00:59] wakes up\n  2018 2018-03-11 00:59:00
285        1   17    2837.0    23      56      3  [1518-03-17 23:56] Guard #2837 begins shift\n  2018 2018-03-17 23:56:00
633        0   18    2837.0     0      39      3              [1518-03-18 00:39] falls asleep\n  2018 2018-03-18 00:39:00
114        1   18    2837.0     0      52      3                  [1518-03-18 00:52] wakes up\n  2018 2018-03-18 00:52:00
368        1   26    2837.0     0       1      3  [1518-03-26 00:01] Guard #2837 begins shift\n  2018 2018-03-26 00:01:00
652        0   26    2837.0     0      12      3              [1518-03-26 00:12] falls asleep\n  2018 2018-03-26 00:12:00
1086       1   26    2837.0     0      36      3                  [1518-03-26 00:36] wakes up\n  2018 2018-03-26 00:36:00
220        0   26    2837.0     0      43      3              [1518-03-26 00:43] falls asleep\n  2018 2018-03-26 00:43:00
139        1   26    2837.0     0      53      3                  [1518-03-26 00:53] wakes up\n  2018 2018-03-26 00:53:00
621        1   19    2837.0     0       1      7  [1518-07-19 00:01] Guard #2837 begins shift\n  2018 2018-07-19 00:01:00
439        0   19    2837.0     0      15      7              [1518-07-19 00:15] falls asleep\n  2018 2018-07-19 00:15:00
383        1   19    2837.0     0      23      7                  [1518-07-19 00:23] wakes up\n  2018 2018-07-19 00:23:00
412        0   19    2837.0     0      31      7              [1518-07-19 00:31] falls asleep\n  2018 2018-07-19 00:31:00
779        1   19    2837.0     0      37      7                  [1518-07-19 00:37] wakes up\n  2018 2018-07-19 00:37:00
959        0   19    2837.0     0      41      7              [1518-07-19 00:41] falls asleep\n  2018 2018-07-19 00:41:00
93         1   19    2837.0     0      59      7                  [1518-07-19 00:59] wakes up\n  2018 2018-07-19 00:59:00
979        1   14    2837.0    23      49      8  [1518-08-14 23:49] Guard #2837 begins shift\n  2018 2018-08-14 23:49:00
646        0   15    2837.0     0       2      8              [1518-08-15 00:02] falls asleep\n  2018 2018-08-15 00:02:00
1009       1   15    2837.0     0      50      8                  [1518-08-15 00:50] wakes up\n  2018 2018-08-15 00:50:00
765        1   19    2837.0     0       0      8  [1518-08-19 00:00] Guard #2837 begins shift\n  2018 2018-08-19 00:00:00
697        0   19    2837.0     0       7      8              [1518-08-19 00:07] falls asleep\n  2018 2018-08-19 00:07:00
294        1   19    2837.0     0      32      8                  [1518-08-19 00:32] wakes up\n  2018 2018-08-19 00:32:00
237        0   19    2837.0     0      39      8              [1518-08-19 00:39] falls asleep\n  2018 2018-08-19 00:39:00
100        1   19    2837.0     0      43      8                  [1518-08-19 00:43] wakes up\n  2018 2018-08-19 00:43:00
509        0   19    2837.0     0      48      8              [1518-08-19 00:48] falls asleep\n  2018 2018-08-19 00:48:00
213        1   19    2837.0     0      52      8                  [1518-08-19 00:52] wakes up\n  2018 2018-08-19 00:52:00
521        1    2    2837.0     0       0      9  [1518-09-02 00:00] Guard #2837 begins shift\n  2018 2018-09-02 00:00:00
473        0    2    2837.0     0      18      9              [1518-09-02 00:18] falls asleep\n  2018 2018-09-02 00:18:00
241        1    2    2837.0     0      55      9                  [1518-09-02 00:55] wakes up\n  2018 2018-09-02 00:55:00
1090       1   16    2837.0     0       2     10  [1518-10-16 00:02] Guard #2837 begins shift\n  2018 2018-10-16 00:02:00
8          0   16    2837.0     0      47     10              [1518-10-16 00:47] falls asleep\n  2018 2018-10-16 00:47:00
451        1   16    2837.0     0      51     10                  [1518-10-16 00:51] wakes up\n  2018 2018-10-16 00:51:00
962        1   17    2843.0     0       3      3  [1518-03-17 00:03] Guard #2843 begins shift\n  2018 2018-03-17 00:03:00
710        0   17    2843.0     0      19      3              [1518-03-17 00:19] falls asleep\n  2018 2018-03-17 00:19:00
840        1   17    2843.0     0      47      3                  [1518-03-17 00:47] wakes up\n  2018 2018-03-17 00:47:00
757        0   17    2843.0     0      54      3              [1518-03-17 00:54] falls asleep\n  2018 2018-03-17 00:54:00
794        1   17    2843.0     0      57      3                  [1518-03-17 00:57] wakes up\n  2018 2018-03-17 00:57:00
433        1   23    2843.0     0       1      4  [1518-04-23 00:01] Guard #2843 begins shift\n  2018 2018-04-23 00:01:00
94         0   23    2843.0     0      32      4              [1518-04-23 00:32] falls asleep\n  2018 2018-04-23 00:32:00
1015       1   23    2843.0     0      55      4                  [1518-04-23 00:55] wakes up\n  2018 2018-04-23 00:55:00
34         1    5    2843.0    23      56      6  [1518-06-05 23:56] Guard #2843 begins shift\n  2018 2018-06-05 23:56:00
561        0    6    2843.0     0      17      6              [1518-06-06 00:17] falls asleep\n  2018 2018-06-06 00:17:00
497        1    6    2843.0     0      59      6                  [1518-06-06 00:59] wakes up\n  2018 2018-06-06 00:59:00
970        1   16    2843.0     0       3      6  [1518-06-16 00:03] Guard #2843 begins shift\n  2018 2018-06-16 00:03:00
806        0   16    2843.0     0      35      6              [1518-06-16 00:35] falls asleep\n  2018 2018-06-16 00:35:00
177        1   16    2843.0     0      59      6                  [1518-06-16 00:59] wakes up\n  2018 2018-06-16 00:59:00
235        1   17    2843.0    23      58      7  [1518-07-17 23:58] Guard #2843 begins shift\n  2018 2018-07-17 23:58:00
724        0   18    2843.0     0      29      7              [1518-07-18 00:29] falls asleep\n  2018 2018-07-18 00:29:00
148        1   18    2843.0     0      41      7                  [1518-07-18 00:41] wakes up\n  2018 2018-07-18 00:41:00
136        1    3    2843.0    23      59      8  [1518-08-03 23:59] Guard #2843 begins shift\n  2018 2018-08-03 23:59:00
996        0    4    2843.0     0      37      8              [1518-08-04 00:37] falls asleep\n  2018 2018-08-04 00:37:00
477        1    4    2843.0     0      39      8                  [1518-08-04 00:39] wakes up\n  2018 2018-08-04 00:39:00
530        0    4    2843.0     0      56      8              [1518-08-04 00:56] falls asleep\n  2018 2018-08-04 00:56:00
1042       1    4    2843.0     0      58      8                  [1518-08-04 00:58] wakes up\n  2018 2018-08-04 00:58:00
53         1   10    2843.0     0       0      8  [1518-08-10 00:00] Guard #2843 begins shift\n  2018 2018-08-10 00:00:00
310        0   10    2843.0     0      36      8              [1518-08-10 00:36] falls asleep\n  2018 2018-08-10 00:36:00
1101       1   10    2843.0     0      46      8                  [1518-08-10 00:46] wakes up\n  2018 2018-08-10 00:46:00
709        1   25    2843.0    23      56      9  [1518-09-25 23:56] Guard #2843 begins shift\n  2018 2018-09-25 23:56:00
945        0   26    2843.0     0      25      9              [1518-09-26 00:25] falls asleep\n  2018 2018-09-26 00:25:00
713        1   26    2843.0     0      45      9                  [1518-09-26 00:45] wakes up\n  2018 2018-09-26 00:45:00
503        1   30    2843.0     0       0      9  [1518-09-30 00:00] Guard #2843 begins shift\n  2018 2018-09-30 00:00:00
549        0   30    2843.0     0      22      9              [1518-09-30 00:22] falls asleep\n  2018 2018-09-30 00:22:00
164        1   30    2843.0     0      50      9                  [1518-09-30 00:50] wakes up\n  2018 2018-09-30 00:50:00
769        1   10    2843.0    23      57     10  [1518-10-10 23:57] Guard #2843 begins shift\n  2018 2018-10-10 23:57:00
189        0   11    2843.0     0      14     10              [1518-10-11 00:14] falls asleep\n  2018 2018-10-11 00:14:00
985        1   11    2843.0     0      35     10                  [1518-10-11 00:35] wakes up\n  2018 2018-10-11 00:35:00
661        1    6    2843.0    23      52     11  [1518-11-06 23:52] Guard #2843 begins shift\n  2018 2018-11-06 23:52:00
648        0    7    2843.0     0       5     11              [1518-11-07 00:05] falls asleep\n  2018 2018-11-07 00:05:00
30         1    7    2843.0     0      29     11                  [1518-11-07 00:29] wakes up\n  2018 2018-11-07 00:29:00
667        1   28    2879.0    23      59      2  [1518-02-28 23:59] Guard #2879 begins shift\n  2018 2018-02-28 23:59:00
700        0    1    2879.0     0      27      3              [1518-03-01 00:27] falls asleep\n  2018 2018-03-01 00:27:00
1033       1    1    2879.0     0      44      3                  [1518-03-01 00:44] wakes up\n  2018 2018-03-01 00:44:00
1010       1    7    2879.0    23      57      3  [1518-03-07 23:57] Guard #2879 begins shift\n  2018 2018-03-07 23:57:00
820        0    8    2879.0     0      20      3              [1518-03-08 00:20] falls asleep\n  2018 2018-03-08 00:20:00
212        1    8    2879.0     0      51      3                  [1518-03-08 00:51] wakes up\n  2018 2018-03-08 00:51:00
551        1   12    2879.0    23      59      3  [1518-03-12 23:59] Guard #2879 begins shift\n  2018 2018-03-12 23:59:00
679        0   13    2879.0     0       6      3              [1518-03-13 00:06] falls asleep\n  2018 2018-03-13 00:06:00
116        1   13    2879.0     0      56      3                  [1518-03-13 00:56] wakes up\n  2018 2018-03-13 00:56:00
1008       1   23    2879.0    23      58      3  [1518-03-23 23:58] Guard #2879 begins shift\n  2018 2018-03-23 23:58:00
867        0   24    2879.0     0      29      3              [1518-03-24 00:29] falls asleep\n  2018 2018-03-24 00:29:00
18         1   24    2879.0     0      48      3                  [1518-03-24 00:48] wakes up\n  2018 2018-03-24 00:48:00
135        0   24    2879.0     0      54      3              [1518-03-24 00:54] falls asleep\n  2018 2018-03-24 00:54:00
770        1   24    2879.0     0      59      3                  [1518-03-24 00:59] wakes up\n  2018 2018-03-24 00:59:00
836        1   26    2879.0    23      48      4  [1518-04-26 23:48] Guard #2879 begins shift\n  2018 2018-04-26 23:48:00
296        0   27    2879.0     0       4      4              [1518-04-27 00:04] falls asleep\n  2018 2018-04-27 00:04:00
536        1   27    2879.0     0      47      4                  [1518-04-27 00:47] wakes up\n  2018 2018-04-27 00:47:00
141        1   28    2879.0     0       3      4  [1518-04-28 00:03] Guard #2879 begins shift\n  2018 2018-04-28 00:03:00
976        0   28    2879.0     0       9      4              [1518-04-28 00:09] falls asleep\n  2018 2018-04-28 00:09:00
